date,ticker,accuracy,close,0_2,0_3
2017-08-24,600570,0.65,47.0,0.484375,0.390625
2017-08-24,002460,0.5,70.14,0.09375,0.5390625
2017-08-24,600362,0.7,17.97,0.296875,0.5546875
2017-08-24,000060,0.75,12.07,0.1015625,0.7421875
2017-08-24,000558,0.8,6.74,0.3203125,0.546875
2017-08-24,000561,0.6,10.15,0.0625,0.7421875
2017-08-24,002167,0.55,11.93,0.21875,0.6875
2017-08-24,000983,0.8,9.91,0.0859375,0.6953125
