date,ticker,accuracy,close,0_2,0_3
2017-08-22,600570,0.6,49.68,0.1328125,0.453125
2017-08-22,002460,0.5,70.49,0.234375,0.5546875
2017-08-22,600362,0.75,18.66,0.0859375,0.4375
2017-08-22,000060,0.7,12.71,0.1953125,0.5625
2017-08-22,000558,0.9,6.9,0.3203125,0.6015625
2017-08-22,000561,0.6,10.19,0.0703125,0.6015625
2017-08-22,002167,0.7,12.75,0.2421875,0.40625
2017-08-22,000983,0.8,10.34,0.109375,0.3203125
